UniversalMessageId,SenderUserId,SenderScreenName,SenderListedName,Sender Followers Count,SenderInfluencerScore,OriginalAuthor,OriginalAuthorProfileLink,Message,MessageType,CreatedTime,Language,MediaTypeList,Permalink,Retweets,Tweet Generator,Favorites,Spam,Sentiment,Location,Country,State,City,Latitude,Longitude,Vader,TextBlob,Number_Words,LH_positive,LH_negative,OF_positive,OF_negative,Eastern Time,Day,cleaned
TWITTER_8_1257491131933360128,1113363354,ShahanaFromBK,ShahanaFromBK,5874,68,,,"RT @ApaTaskforce ""Brooklyn in the 2010 census — we did a terrible job getting counted. I fear the same thing will happen. I want to capture our communities so that makes folks trust that the census ensures the federal monies that we need for med services and emergency preparedness""
#APASolidarity",Twitter Retweet,03:43.6,English,,https://www.twitter.com/ShahanaFromBK/status/1257491131933360128,,,,FALSE,NEUTRAL,"Brooklyn, New York, United States",United States,New York,Brooklyn,40.6501,-73.94958,-0.6486,-0.333333333,49,1,3,0,0,03:43.6,5/4/2020,rt apataskforc brooklyn 2010 — terribl job get count fear thing happen want captur commun make folk ensur feder moni need med servic emerg prepared apasolidar
TWITTER_8_1228104032146739201,56798601,RepealPolice,"Repeal & Replace Police (& wear a mask, ffs)",2109,76,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,49:53.0,English,VIDEO,https://twitter.com/show/status/1228104032146739201,,Twitter for iPhone,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,49:53.0,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1249880285161889793,1.11E+18,KD68505304,Karen D.,138,60,,,RT @hansilowang This is why I created @faircount - to ensure that everyone here is included in the narrative of America. Delaying the Census may erase marginalized communities and cost them political power & economic power. We cannot trust the Trump administration to have good intentions. 👀,Twitter Retweet,00:56.3,English,,https://www.twitter.com/KD68505304/status/1249880285161889793,,,,FALSE,NEUTRAL,,United States,New York,,43.00035,-75.4999,0.5856,0.2,45,3,2,1,0,00:56.3,4/13/2020,rt hansilowang creat faircount ensur everyon includ narr america delay may eras margin commun cost polit power econom power cannot trump administr good intent 👀
TWITTER_8_1247184248949309442,7.86E+17,gon_deedee,TexasBlueWave,1289,64,FatGirlvsWorld,https://twitter.com/FGvW is a Social Distancing Pro,RT @FatGirlvsWorld @RepAdamSchiff Census trusts the mail.,Twitter Retweet,27:51.2,English,,https://twitter.com/show/status/1247184248949309442,,Twitter for Android,,FALSE,NEUTRAL,,United States,Texas,,31.25044,-99.25061,0.4767,0,7,0,0,0,0,27:51.2,4/6/2020,rt fatgirlvsworld repadamschiff trust mail
TWITTER_8_1228063582815969280,213118015,thefreaknlady08,Thee Entanglement,541,76,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,09:09.1,English,VIDEO,https://twitter.com/show/status/1228063582815969280,,Twitter for Android,,FALSE,NEUTRAL,"Louisville, Kentucky, United States",United States,Kentucky,Louisville,38.25424,-85.75941,-0.3346,0,44,1,3,0,0,09:09.1,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1232095993765609472,1.20E+18,AudreyBarger2,Audrey Barger,9,33,GeeGeeAkili,https://twitter.com/GeeGee,"RT @GeeGeeAkili @MSNBC @JoyAnnReid Frankly, I don't even trust the Trump admin counting the #2020Census. I suspect they will skew results to give them more gerrymandering & to put funds in GOP dominated communities. The Republican National Committee should be heavily penalized for mailing out fake docs.",Twitter Retweet,12:30.8,English,,https://twitter.com/show/status/1232095993765609472,,Twitter for Android,,FALSE,NEGATIVE,,Unknown,,,,,-0.7907,0.05,47,3,2,0,2,12:30.8,2/24/2020,rt geegeeakili msnbc joyannreid frankli even trump admin count 2020censu suspect skew result give gerrymand put fund gop domin commun republican nation committe heavili penal mail fake doc
TWITTER_8_1290571268928962562,1852712251,JenniferADevon,Jennifer Devon,6066,82,,,"RT @hansilowang @hansilowang There is no way the GOP will not cheat, and no public trust Trump will not betray

@ACLU should challenge this in court, and if it goes through @joebiden should redo the Census in 2021
twitter.com/hansilowang/st…",Twitter Retweet,52:22.8,English,LINK,https://www.twitter.com/JenniferADevon/status/1290571268928962562,,Twitter for iPhone,,FALSE,NEUTRAL,,United States,Colorado,,39.00027,-105.50083,0.7226,0,42,2,2,0,0,52:22.8,8/4/2020,rt hansilowang hansilowang way gop cheat public trump betray aclu challeng court goe joebiden redo 2021 twitter com hansilowang st…
TWITTER_8_1228427352113201153,1909861128,nahm315,nah,2876,77,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,14:38.5,English,VIDEO,https://twitter.com/show/status/1228427352113201153,,Twitter Web App,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,14:38.5,2/14/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_7_1294673069689253889,184128260,hansilowang,hansilowang,31066,67,,,"@LWV 2. The @LWV, @LWVTexas, @LWVFlorida and @LWVC argue that allowing President Trump's apportionment memo to go into effect ""will further erode Americans’ trust in the government, depressing participation in the census as well as dampening voter turnout and civic involvement.""",Twitter Reply,31:28.3,English,,https://www.twitter.com/hansilowang/status/1294673069689253889,,TweetDeck,,FALSE,NEGATIVE,"New York City, New York, United States",United States,New York,New York City,40.71427,-74.00597,0.1027,-0.15,42,3,2,0,0,31:28.3,8/15/2020,lwv 2 lwv lwvtexa lwvflorida lwvc argu allow presid trump apportion memo go effect erod americans’ govern depress particip well dampen voter turnout civic involv
TWITTER_8_1228046158943178754,3001785521,poodlepingpong,T. Stark,298,69,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,59:54.9,English,VIDEO,https://twitter.com/show/status/1228046158943178754,,Twitter for Android,,FALSE,NEUTRAL,,United States,,,39.76,-98.5,-0.3346,0,44,1,3,0,0,59:54.9,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_2_1271948089285361671,1.17E+18,myBlackCounts,MyBlackCounts,266,36,,,By participating in the #2020Census you have an opportunity to shape how your community will look for the next 10 years. Take the census now! bit.ly/My_2020census #MyBlackCounts #TrustBlackWomen #BlackGirlMagic bit.ly/MBC2020census https://t.co/gtpsuLOGHu,Twitter Update,30:30.8,English,PHOTO,https://www.twitter.com/myBlackCounts/status/1271948089285361671,,,1,FALSE,NEUTRAL,,United States,California,,37.25022,-119.75126,0.4753,0,38,0,0,0,0,30:30.8,6/13/2020,particip 2020censu opportun shape commun look next 10 year take bit ly 2020censu myblackcount trustblackwomen blackgirlmag bit ly mbc2020censu
TWITTER_8_1250567023538601984,8.65E+17,SaraAWilson3,RadarOne,568,62,,,RT @hansilowang This is why I created @faircount - to ensure that everyone here is included in the narrative of America. Delaying the Census may erase marginalized communities and cost them political power & economic power. We cannot trust the Trump administration to have good intentions. 👀 twitter.com/hansilowang/st…,Twitter Retweet,29:47.5,English,LINK,https://www.twitter.com/SaraAWilson3/status/1250567023538601984,,,,FALSE,NEUTRAL,"Snellville, Georgia, United States",United States,Georgia,Snellville,33.85733,-84.01991,0.5856,0.2,49,3,2,1,0,29:47.5,4/15/2020,rt hansilowang creat faircount ensur everyon includ narr america delay may eras margin commun cost polit power econom power cannot trump administr good intent 👀 twitter com hansilowang st…
TWITTER_8_1228702849498042369,573819491,hecoraidis,Hector Martinez 😷,674,62,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,29:22.2,English,VIDEO,https://twitter.com/show/status/1228702849498042369,,Twitter for Android,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,29:22.2,2/15/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1228464391345102848,8.44E+17,botheredbrooder,CJ Godoy,28,41,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,41:49.3,English,VIDEO,https://twitter.com/show/status/1228464391345102848,,Twitter for iPhone,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,41:49.3,2/14/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1258227275603931142,1498326793,myknittingwool,myknittingwool,5647,89,,,"RT @JamesScullin @jaraparilla @WilkieMP How can this govt ask us to trust them on #TracerApp when they have repeatedly fucked up every tech project? MyGov, robodebt, census fail, etc.",Twitter Retweet,48:53.9,English,,https://www.twitter.com/myknittingwool/status/1258227275603931142,,,,FALSE,NEGATIVE,,Unknown,,,,,-0.6808,-0.55,29,1,1,0,0,48:53.9,5/6/2020,rt jamesscullin jaraparilla wilkiemp govt ask us tracerapp repeatedli fuck everi tech project mygov robodebt fail etc
TWITTER_4_1222012343472705536,18560045,pmocek,Phil Mocek ☂️,2249,68,,,Don't trust the @uscensusbureau.,Twitter Mention,23:41.2,English,,https://twitter.com/pmocek/status/1222012343472705536,,Twitter for Android,,FALSE,NEGATIVE,,Unknown,,,,,-0.4023,0,5,1,0,0,0,23:41.2,1/28/2020,uscensusbureau
TWITTER_8_1228709468965224450,43113714,WKronick,WendyKronick,20,45,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,55:40.4,English,VIDEO,https://twitter.com/show/status/1228709468965224450,,Twitter for iPad,,FALSE,NEUTRAL,"Los Angeles, California, United States",United States,California,Los Angeles,34.05223,-118.24368,-0.3346,0,44,1,3,0,0,55:40.4,2/15/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1228778406634041344,248787545,BUBEEEEE,Pippa,1091,76,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,29:36.4,English,VIDEO,https://twitter.com/show/status/1228778406634041344,,Twitter Web App,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,29:36.4,2/15/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1228314430326345728,21732187,Krystal_Harris,Krystal Harris,221,50,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,45:55.8,English,VIDEO,https://twitter.com/show/status/1228314430326345728,,Twitter Web App,,FALSE,NEUTRAL,"Newark, New Jersey, United States",United States,New Jersey,Newark,40.73566,-74.17237,-0.3346,0,44,1,3,0,0,45:55.8,2/14/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1228070539291512834,702091183,gingot1,Vandy gal,733,77,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,36:47.7,English,VIDEO,https://twitter.com/show/status/1228070539291512834,,Twitter for iPhone,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,36:47.7,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1228109648470904834,8.52E+17,Cheryl_Malden,Cheryl Sullivan,29,41,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,12:12.0,English,VIDEO,https://twitter.com/show/status/1228109648470904834,,Twitter for iPhone,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,12:12.0,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1230895779369357314,2307467280,NFALA1,NFALA,1795,75,countONURcensus,https://twitter.com/Count On Your Census,"RT @countONURcensus What do you know about the Census? Nothing, a little, or a lot? No matter how informed you may be, TUNE in to apple.co/2Volqt3 and listen to our podcast featuring trusted members of the community speaking on topics surrounding the #2020Census. https://t.co/YzM51OoB53",Twitter Retweet,43:17.4,English,PHOTO,https://twitter.com/show/status/1230895779369357314,,Twitter for Android,,FALSE,NEUTRAL,,Unknown,,,,,0.3866,-0.046875,49,1,0,0,1,43:17.4,2/21/2020,rt countonurcensu know noth littl lot matter inform may tune appl co 2volqt3 listen podcast featur trust member commun speak topic surround 2020censu
TWITTER_8_1288653912921104384,1.27E+18,CJosephBanks,"🇺🇸BIDEN-HARRIS TUESDAY NOVEMBER 3, 2020🇺🇸",39,55,,,"RT @KlasfeldReports ICYMI: Judge Probes “Deeply Troubling” False Statements in NY Travel Case

Echoes of the census battle as Judge Furman refuses to let the Trump administration drop the DHS trusted travelers case quietly. ⁦@CourthouseNews⁩  courthousenews.com/judge-probes-d…",Twitter Retweet,53:29.5,English,LINK,https://www.twitter.com/CJosephBanks/status/1288653912921104384,,Twitter Web App,,FALSE,NEUTRAL,,Unknown,,,,,-0.1531,-0.066666667,40,2,3,0,0,53:29.5,7/29/2020,rt klasfeldreport icymi judg probe “deepli troubling” fals statement ny travel case echo battl judg furman refus let trump administr drop dh trust travel case quietli ⁦ courthousenews⁩ courthousenew com judg probe d…
TWITTER_8_1228050810212409347,20227654,Mousey103,j,84,52,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,18:23.9,English,VIDEO,https://twitter.com/show/status/1228050810212409347,,Twitter for iPhone,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,18:23.9,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1236199117484777472,3098361703,RichForrest2,Richard Forrester - Anti Fascist FFS #WearAMask,3025,76,MediaWatchOz,https://twitter.com/Paul Wilson,RT @MediaWatchOz Combined with the mandatory Census this gives the government fascist power over all. They used terrorist fear to get the public to accept these changes in law. Know we know the government is corrupted & not to be trusted. twitter.com/OddemocracyA/s…,Twitter Retweet,56:51.7,English,LINK,https://twitter.com/show/status/1236199117484777472,,Twitter Web App,,FALSE,NEGATIVE,,Unknown,,,,,-0.9033,0,44,1,3,0,0,56:51.7,3/7/2020,rt mediawatchoz combin mandatori give govern fascist power use terrorist fear get public accept chang law know know govern corrupt trust twitter com oddemocracya s…
TWITTER_8_1228068099783458816,558058097,1DancingCrane,sean mackey,5599,83,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,27:06.0,English,VIDEO,https://twitter.com/show/status/1228068099783458816,,Twitter for Android,,FALSE,NEUTRAL,"Denver, Colorado, United States",United States,Colorado,Denver,39.73915,-104.9847,-0.3346,0,44,1,3,0,0,27:06.0,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1228149609790365700,8.28E+17,Christi87478365,Christine Friedman,62,55,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,50:59.5,English,VIDEO,https://twitter.com/show/status/1228149609790365700,,Twitter for Android,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,50:59.5,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1249421684844777479,808432572,DianeDavisWeeks,Diane Davis Weeks,3539,82,,,"RT @Lyramydog The USG can mail me a census form to fill out, trust that I will annotate it correctly, then MAIL IT BACK IN to conduct the census. 
Why can’t we have mail in ballots?
@GOP think mail in ballots are corrupt? It’s ok when you want census data but not to vote? Voter suppression!😡",Twitter Retweet,38:37.5,English,,https://www.twitter.com/DianeDavisWeeks/status/1249421684844777479,,,,FALSE,NEUTRAL,,Unknown,,,,,0.5764,0,58,2,2,0,0,38:37.5,4/12/2020,rt lyramydog usg mail form fill annot correctli mail back conduct can’t mail ballot gop think mail ballot corrupt it’ ok want data vote voter suppress 😡
TWITTER_8_1245796647503835139,2174045849,eljdooley,Ellen Dooley,308,62,jacqui702,https://twitter.com/Jacqui bird,"RT @jacqui702 @EllenKurz @aravosis I just filled out my census for eight (!) people that my government told me is worth at least $20k in contributions per person to my state. If I can be trusted to do that online, why can’t these geniuses figure out voting without cheating?????",Twitter Retweet,34:01.2,English,,https://twitter.com/show/status/1245796647503835139,,Twitter for Android,,FALSE,NEUTRAL,"Charleston, South Carolina, United States",United States,South Carolina,Charleston,32.77657,-79.93092,0.7393,0.05,49,2,1,0,0,34:01.2,4/2/2020,rt jacqui702 ellenkurz aravosi fill eight peopl govern told worth least 20k contribut per person state trust onlin can’t genius figur vote without cheat
TWITTER_8_1228364442066247680,22896322,chrisMmojo,Chris Mojo,130,56,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,04:39.6,English,VIDEO,https://twitter.com/show/status/1228364442066247680,,Twitter for iPhone,,FALSE,NEUTRAL,"Santa Ana, California, United States",United States,California,Santa Ana,33.74557,-117.86783,-0.3346,0,44,1,3,0,0,04:39.6,2/14/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1228062126113058816,1.15E+18,MoscowMitchMule,illiteracy is a problem,227,60,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,03:21.8,English,VIDEO,https://twitter.com/show/status/1228062126113058816,,Twitter for Android,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,03:21.8,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1299484978095493120,603603084,amgisatebihp,Mark Charley,217,51,,,"RT @DLCAVA The #Census2020 deadline is nearly here & #OurCounty's completion rate lags behind at only 59%. The White House's efforts to silence immigrant voices by weaponizing the census is no secret, & those efforts have clearly led to mistrust in our community. My letter to @MayorGimenez: pic.twitter.com/kMCHhXihFo",Twitter Retweet,12:16.7,English,PHOTO,https://twitter.com/amgisatebihp/status/1299484978095493120,,Twitter for iPhone,,FALSE,NEGATIVE,"Miami, Florida, United States",United States,Florida,Miami,25.77427,-80.19366,-0.25,0,51,2,2,1,0,12:16.7,8/28/2020,rt dlcava census2020 deadlin nearli ourcounti complet rate lag behind 59 white hous effort silenc immigr voic weapon secret effort clearli led mistrust commun letter mayorgimenez pic twitter com kmchhxihfo
TWITTER_8_1228276804999360514,8.43E+17,SteveBeach435,Steve Beach435,415,65,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,16:25.2,English,VIDEO,https://twitter.com/show/status/1228276804999360514,,Twitter for Android,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,16:25.2,2/14/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_7_1219511869624504322,1.19E+18,TinTinResists,Tin Tin,2029,73,,,"@lisamurkowski @uscensusbureau WHY SHOULD ANYONE TRUST THE CENSUS❓

A legal analysis of the files found proposals for 2020 census, pointing to a plan that most experts have concluded was intended to skew the census process toward Republicans

Deceased GOP Strategist’s Hard Drives  nyti.ms/2EFYWg4",Twitter Reply,47:41.8,English,LINK,https://twitter.com/show/status/1219511869624504322,,Twitter for Android,,FALSE,NEUTRAL,,Unknown,,,,,0.6289,0.136111111,46,1,1,0,1,47:41.8,1/21/2020,lisamurkowski uscensusbureau anyon census❓ legal analysi file found propos 2020 point plan expert conclud intend skew process toward republican deceas gop strategist’ hard drive nyti ms 2efywg4
TWITTER_8_1228146416448659456,1022770916,LehrKellie,Kellie,195,62,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,38:18.2,English,VIDEO,https://twitter.com/show/status/1228146416448659456,,Twitter for iPad,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,38:18.2,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1243214081005359114,321684790,LMM40,Lisa Martinez,1226,60,childrenstrust,https://twitter.com/The Children's Trust,"RT @childrenstrust Together we can shape a better future by making sure every resident is counted in the #2020Census.

Visit 2020Census.gov to respond today! https://t.co/YpjCfFXiQP",Twitter Retweet,31:49.4,English,"PHOTO,PHOTO,PHOTO,PHOTO",https://twitter.com/show/status/1243214081005359114,,Twitter for iPhone,,FALSE,NEUTRAL,"Miami, Florida, United States",United States,Florida,Miami,25.77427,-80.19366,0.6696,0.111111111,29,1,0,1,0,31:49.4,3/26/2020,rt childrenstrust togeth shape better futur make sure everi resid count 2020censu visit 2020censu gov respond today
TWITTER_2_1242868108999553026,3333306533,BBKids216,Bright Beginnings,416,45,,,A8: Bright Beginnings is encouraging Home Visiting and Early Intervention providers in Cuyahoga County to educate families on the importance of completing the census. Families trust these providers and know they will provide reliable information. #KidsCountOH,Twitter Update,37:03.2,English,,https://twitter.com/show/status/1242868108999553026,4,Twitter Web App,0,FALSE,POSITIVE,,United States,Ohio,,41.36866,-81.6379,0.9022,0.133333333,36,4,0,3,0,37:03.2,3/25/2020,a8 bright begin encourag home visit earli intervent provid cuyahoga counti educ famili import complet famili provid know provid reliabl inform kidscountoh
TWITTER_8_1231454791051513858,7.32E+17,tryagainme,Sandra Winston,2411,74,HelenaofTroy60,https://twitter.com/Jo Anne Roberts,"RT @HelenaofTroy60 Its true. To help distinguish the real from the fake, the fake is on light blue paper and the real census, isnt even due out yet..I read the article yesterday so trust me.. twitter.com/PhuckTrump2020…",Twitter Retweet,44:36.2,English,LINK,https://twitter.com/show/status/1231454791051513858,,Twitter Web App,,FALSE,NEUTRAL,"San Tan Valley, Arizona, United States",United States,Arizona,San Tan Valley,33.1911,-111.528,0.5486,0.151785714,39,1,2,0,2,44:36.2,2/23/2020,rt helenaoftroy60 true help distinguish real fake fake light blue paper real isnt even due yet read articl yesterday twitter com phucktrump2020…
TWITTER_8_1228125820021092352,28972148,jrlaredo,Julio Laredo,324,73,RepKatiePorter,https://twitter.com/Rep. Katie Porter,"RT @RepKatiePorter Some Californians have received ""2020 Congressional District Census"" questionnaires—but they were actually RNC mailers. Ploys like this increase confusion and distrust, when the census already struggles against disinformation. I called on the Census Director to do something. https://t.co/8oE5wCv4L1",Twitter Retweet,16:27.6,English,VIDEO,https://twitter.com/show/status/1228125820021092352,,Twitter Web App,,FALSE,NEUTRAL,,Unknown,,,,,-0.3346,0,44,1,3,0,0,16:27.6,2/13/2020,rt repkatieport californian receiv 2020 congression district questionnaires—but actual rnc mailer ploy like increas confus distrust alreadi struggl disinform call director someth
TWITTER_8_1247291856632807424,7.42E+17,notwithtrump,SaveOurFuture,607,68,julielosibin,https://twitter.com/Julie Osibin,RT @julielosibin I’m curious as to why the government trusts us to send in our census by mail but not vote by mail? In this upside down world I’d like a serious answer to this question.,Twitter Retweet,35:26.8,English,,https://twitter.com/show/status/1247291856632807424,,Twitter for Android,,FALSE,NEUTRAL,,United States,New York,,43.00035,-75.4999,0.6705,-0.172222222,38,1,0,0,0,35:26.8,4/6/2020,rt julielosibin i’m curiou govern trust us send mail vote mail upsid world i’d like seriou answer question
